year,tract,asthma,asthma_ci_low,asthma_ci_high,data_value_unit,totalpopulation,totalpop18plus
2022,17031691400,12.9,11.5,14.3,%,3411,2673
2022,17031808400,7.9,7.0,8.8,%,4622,3634
2022,17031804403,9.2,8.1,10.2,%,7297,5715
2022,17031805801,8.9,7.9,10.0,%,2580,2029
2022,17031804902,8.5,7.6,9.5,%,5626,4461
2022,17031805106,8.6,7.6,9.6,%,2778,2340
2022,17031820300,10.2,9.1,11.4,%,5588,4093
2022,17031800600,8.1,7.2,9.0,%,2429,1672
2022,17031612200,10.9,9.7,12.2,%,3939,2689
2022,17031680500,12.4,11.1,13.8,%,1307,942
2022,17031804106,8.0,7.1,8.9,%,7264,5542
2022,17031808100,8.4,7.5,9.4,%,4010,3648
2022,17031802503,8.1,7.2,9.1,%,6412,5235
2022,17031802801,8.4,7.5,9.4,%,5041,3876
2022,17031770602,9.1,8.1,10.2,%,4762,3688
2022,17031620400,9.8,8.7,10.9,%,5027,3695
2022,17031804809,8.5,7.5,9.5,%,4259,3326
2022,17031817102,11.5,10.2,12.8,%,3158,2553
2022,17031809100,8.9,8.0,10.0,%,3437,2632
2022,17031814700,9.0,8.0,10.1,%,5548,4257
2022,17031808702,9.9,8.8,11.1,%,5481,5310
2022,17031804608,7.9,7.0,8.8,%,4027,3163
2022,17031802100,9.1,8.1,10.2,%,3734,2610
2022,17031810200,9.6,8.6,10.7,%,6222,4876
2022,17031821200,10.8,9.7,12.1,%,5641,4347
2022,17031670700,13.5,12.1,15.1,%,1252,943
2022,17031810701,9.6,8.5,10.7,%,4865,3853
2022,17031810501,9.1,8.1,10.2,%,5293,4315
2022,17031822801,9.0,8.1,10.1,%,3258,2605
2022,17031740300,8.6,7.6,9.6,%,4869,3590
2022,17031671200,13.9,12.3,15.5,%,980,697
2022,17031804316,7.9,7.1,8.9,%,5027,4026
2022,17031812801,9.1,8.0,10.1,%,3387,2996
2022,17031801200,8.0,7.1,9.0,%,3651,2701
2022,17031822000,9.8,8.7,10.9,%,4343,3498
2022,17031730202,10.6,9.4,11.8,%,2893,2374
2022,17031804509,9.3,8.3,10.4,%,6012,4444
2022,17031805402,8.5,7.5,9.5,%,5467,4469
2022,17031816200,8.9,8.0,10.0,%,4163,3320
2022,17031822301,9.7,8.6,10.8,%,4088,3115
2022,17031805301,7.9,7.0,8.8,%,3588,2880
2022,17031823102,10.1,9.0,11.3,%,3642,2799
2022,17031805111,8.6,7.7,9.6,%,7786,6048
2022,17031823304,10.0,8.9,11.1,%,5872,4665
2022,17031802506,9.2,8.2,10.3,%,2285,1809
2022,17031802200,8.0,7.1,8.9,%,4848,3727
2022,17031803701,8.8,7.8,9.8,%,2707,2349
2022,17031818500,8.9,8.0,10.0,%,5650,4951
2022,17031823603,10.9,9.7,12.2,%,2021,1476
2022,17031700302,9.8,8.7,10.9,%,5662,4246
2022,17031750200,10.6,9.5,11.9,%,3024,2488
2022,17031720500,9.0,8.1,10.1,%,2086,1584
2022,17031809000,8.2,7.3,9.2,%,4001,3055
2022,17031801702,8.2,7.3,9.2,%,4756,3405
2022,17031817000,11.0,9.8,12.3,%,5510,4267
2022,17031811900,8.7,7.8,9.7,%,6051,4669
2022,17031760801,8.0,7.1,9.0,%,4403,3618
2022,17031806201,8.7,7.7,9.7,%,4908,4170
2022,17031810900,9.2,8.2,10.3,%,6360,5077
2022,17031660600,10.9,9.7,12.2,%,6404,4541
2022,17031660301,10.8,9.6,12.1,%,1850,1317
2022,17031810400,8.9,7.9,10.0,%,5409,4161
2022,17031820605,11.2,10.0,12.5,%,4523,3365
2022,17031810000,8.5,7.6,9.6,%,5640,4722
2022,17031770400,8.9,7.9,10.0,%,4375,3591
2022,17031819100,9.4,8.4,10.6,%,4600,3640
2022,17031819801,8.4,7.5,9.5,%,5364,3670
2022,17031808500,7.9,7.0,8.9,%,4239,3307
2022,17031804606,8.5,7.5,9.5,%,7088,5568
2022,17031802605,7.9,7.0,8.9,%,7125,5987
2022,17031822302,9.4,8.4,10.5,%,4447,3467
2022,17031806502,8.8,7.8,9.9,%,4202,3365
2022,17031801000,7.9,7.0,8.8,%,5337,3925
2022,17031801605,7.8,7.0,8.8,%,5883,4581
2022,17031822101,10.1,9.0,11.3,%,4606,3527
2022,17031814300,9.9,8.8,11.1,%,4690,3443
2022,17031804313,8.5,7.6,9.5,%,6354,4943
2022,17031804505,9.3,8.3,10.5,%,3970,3159
2022,17031802802,9.2,8.2,10.3,%,6991,5251
2022,17031770500,9.7,8.6,10.9,%,4632,3020
2022,17031800200,8.2,7.3,9.2,%,6466,4628
2022,17031802300,8.0,7.0,9.0,%,5968,4712
2022,17031813702,9.0,8.0,10.0,%,4199,3044
2022,17031810502,9.5,8.5,10.6,%,5355,4392
2022,17031820604,10.7,9.5,11.9,%,3689,2797
2022,17031820104,8.8,7.9,9.9,%,4453,3591
2022,17031816800,9.7,8.7,10.9,%,5765,4712
2022,17031821401,12.1,10.8,13.5,%,2870,2282
2022,17031807500,7.7,6.8,8.6,%,3327,2607
2022,17031819000,8.5,7.6,9.5,%,4768,3423
2022,17031690500,12.2,10.9,13.6,%,992,714
2022,17031812600,9.6,8.5,10.7,%,3898,3165
2022,17031680900,13.4,11.9,14.9,%,3573,2696
2022,17031804406,9.1,8.1,10.2,%,6292,4729
2022,17031807100,8.5,7.6,9.6,%,3984,2900
2022,17031804312,6.9,6.1,7.8,%,2238,1720
2022,17031805600,8.6,7.6,9.6,%,4710,3420
2022,17031821001,10.0,8.9,11.2,%,5205,3965
2022,17031805802,8.4,7.4,9.4,%,5096,3850
2022,17031801800,7.8,6.9,8.7,%,5972,4627
2022,17031681200,14.2,12.7,15.8,%,2353,1635
2022,17031801500,8.1,7.2,9.1,%,6572,5284
2022,17031803016,7.0,6.2,7.8,%,2490,1763
2022,17031821700,9.5,8.5,10.7,%,4859,3683
2022,17031815800,8.9,7.9,10.0,%,1630,1250
2022,17031820902,9.5,8.4,10.6,%,5051,3782
2022,17031823200,9.6,8.5,10.7,%,4775,3835
2022,17031815200,9.2,8.1,10.3,%,6901,5237
2022,17031804513,8.5,7.6,9.6,%,4065,3226
2022,17031811600,9.7,8.7,10.9,%,6053,4891
2022,17031823604,8.6,7.6,9.7,%,3509,2866
2022,17031611500,10.0,8.9,11.2,%,3587,2651
2022,17031611900,12.4,11.0,13.8,%,1984,1336
2022,17031770201,9.0,8.0,10.1,%,5894,4925
2022,17031809200,11.0,9.8,12.3,%,4980,3583
2022,17031809500,8.3,7.3,9.3,%,4346,3831
2022,17031813200,9.1,8.1,10.2,%,4582,3293
2022,17031804710,8.6,7.7,9.7,%,4292,3380
2022,17031803013,8.6,7.6,9.6,%,5490,4495
2022,17031813400,9.8,8.7,11.0,%,7571,5424
2022,17031650302,9.3,8.2,10.4,%,4522,3268
2022,17031810702,9.0,8.0,10.1,%,3914,3207
2022,17031806600,8.7,7.7,9.7,%,3602,2886
2022,17031691300,11.8,10.5,13.2,%,2374,1967
2022,17031800500,9.0,8.0,10.0,%,5133,3483
2022,17031806900,8.0,7.1,9.0,%,5342,4547
2022,17031730300,11.8,10.5,13.2,%,1046,840
2022,17031671100,12.9,11.5,14.4,%,994,756
2022,17031690900,12.2,11.0,13.6,%,4250,3228
2022,17031804715,8.5,7.6,9.6,%,3426,2513
2022,17031811800,9.1,8.2,10.3,%,5644,4451
2022,17031806004,8.4,7.5,9.4,%,7554,6276
2022,17031804510,8.9,8.0,10.0,%,5872,4103
2022,17031804711,8.4,7.5,9.4,%,7629,5869
2022,17031805112,8.1,7.2,9.0,%,3482,2855
2022,17031813900,9.4,8.3,10.5,%,6768,5028
2022,17031805302,8.0,7.1,8.9,%,3873,3092
2022,17031770901,9.2,8.2,10.3,%,5245,4301
2022,17031805901,8.9,7.9,10.0,%,4341,3585
2022,17031661100,10.2,9.1,11.4,%,6633,4847
2022,17031804810,8.5,7.5,9.5,%,7097,5587
2022,17031670600,12.0,10.7,13.4,%,1339,968
2022,17031730700,12.1,10.8,13.4,%,2281,1750
2022,17031620300,9.2,8.2,10.3,%,6410,4793
2022,17031812000,8.2,7.3,9.2,%,5666,4145
2022,17031670400,12.1,10.8,13.5,%,1585,1158
2022,17031811100,9.9,8.8,11.1,%,6703,5489
2022,17031803608,8.7,7.7,9.7,%,7544,5840
2022,17031640800,9.1,8.1,10.2,%,1799,1323
2022,17031804806,8.7,7.7,9.7,%,3796,2801
2022,17031807800,7.8,6.9,8.7,%,2878,2182
2022,17031612100,12.6,11.2,14.1,%,1168,889
2022,17031804701,8.5,7.6,9.6,%,7045,5598
2022,17031630800,8.9,7.9,9.9,%,6641,4770
2022,17031640400,9.1,8.1,10.2,%,3390,2599
2022,17031819900,8.4,7.4,9.4,%,3514,2463
2022,17031711400,11.6,10.4,13.0,%,2394,1859
2022,17031803012,8.4,7.5,9.5,%,2234,1827
2022,17031820700,9.0,8.1,10.1,%,7110,5397
2022,17031640600,9.3,8.3,10.4,%,4063,3208
2022,17031672000,12.2,11.0,13.6,%,3397,2509
2022,17031818600,8.5,7.6,9.5,%,5093,3933
2022,17031802701,8.8,7.9,9.8,%,6682,5120
2022,17031711000,11.9,10.5,13.3,%,3058,2398
2022,17031730600,10.5,9.4,11.7,%,3254,2594
2022,17031804607,8.4,7.5,9.4,%,7123,5564
2022,17031811000,9.0,8.0,10.1,%,4258,3513
2022,17031814800,9.4,8.4,10.5,%,6445,5016
2022,17031805001,8.7,7.7,9.7,%,4985,3819
2022,17031815500,9.0,8.0,10.0,%,8310,6247
2022,17031660500,9.3,8.2,10.4,%,5013,3684
2022,17031710200,13.3,11.9,14.8,%,4635,3442
2022,17031802004,8.4,7.5,9.4,%,5871,4575
2022,17031805107,8.8,7.9,9.9,%,6793,5420
2022,17031650500,9.3,8.3,10.4,%,4401,3313
2022,17031710600,13.5,12.1,15.0,%,1706,1310
2022,17031801608,7.4,6.6,8.3,%,7057,5761
2022,17031805501,8.6,7.6,9.6,%,3998,3188
2022,17031822602,10.5,9.4,11.8,%,7296,5708
2022,17031822802,9.1,8.2,10.2,%,3669,2833
2022,17031811302,9.9,8.8,11.1,%,3565,2645
2022,17031803604,9.3,8.3,10.5,%,4209,3424
2022,17031700502,10.7,9.5,12.0,%,2978,2489
2022,17031816300,9.7,8.6,10.9,%,4778,3661
2022,17031691500,13.6,12.2,15.2,%,1806,1337
2022,17031803615,8.4,7.5,9.4,%,2752,2169
2022,17031671800,12.3,11.0,13.7,%,1142,892
2022,17031691200,12.7,11.4,14.2,%,2277,1694
2022,17031804102,8.1,7.2,9.1,%,7307,5680
2022,17031817400,10.0,8.9,11.2,%,3652,2696
2022,17031720400,9.4,8.4,10.5,%,1961,1431
2022,17031812802,9.4,8.3,10.5,%,2521,2126
2022,17031818401,9.7,8.6,10.8,%,3613,2893
2022,17031807200,8.1,7.3,9.1,%,6059,4720
2022,17031750100,11.2,10.0,12.5,%,3736,2898
2022,17031834000,13.0,11.6,14.5,%,3609,2577
2022,17031830700,9.8,8.8,11.0,%,4006,3450
2022,17031832300,8.4,7.5,9.5,%,2054,1734
2022,17031823705,9.4,8.4,10.4,%,4666,3640
2022,17031831500,9.4,8.4,10.5,%,4421,3424
2022,17031827700,12.2,10.9,13.7,%,2452,1728
2022,17031824005,9.2,8.2,10.3,%,5933,4542
2022,17031824114,8.8,7.9,9.9,%,5299,4164
2022,17031826304,12.2,10.9,13.6,%,2874,2182
2022,17031827902,11.4,10.2,12.8,%,4558,3402
2022,17031842800,9.7,8.7,10.9,%,7637,5309
2022,17031836900,13.6,12.2,15.1,%,1439,1000
2022,17031838200,7.4,6.6,8.3,%,1675,1510
2022,17031828202,10.8,9.6,12.0,%,4590,3591
2022,17031841900,9.0,8.0,10.0,%,6500,6010
2022,17031834600,12.8,11.4,14.3,%,2357,1812
2022,17031825504,11.0,9.8,12.3,%,3591,2592
2022,17031835600,13.2,11.8,14.6,%,898,698
2022,17031842200,8.5,7.6,9.6,%,4212,3733
2022,17031843100,13.1,11.7,14.5,%,1747,1262
2022,17031826301,11.5,10.3,12.8,%,3923,2951
2022,17031826402,12.4,11.1,13.8,%,4728,3633
2022,17031826800,11.1,9.9,12.4,%,4596,3367
2022,17031827500,10.5,9.4,11.8,%,4465,3252
2022,17031836600,9.1,8.0,10.1,%,2929,2300
2022,17031824508,9.1,8.1,10.2,%,3699,3144
2022,17031827100,11.8,10.5,13.2,%,2265,1684
2022,17031840800,9.8,8.7,11.1,%,3332,2380
2022,17031827802,11.3,10.1,12.6,%,3314,2598
2022,17031839800,8.5,7.5,9.5,%,2686,2256
2022,17031824125,9.0,8.0,10.1,%,4098,3165
2022,17031824800,10.0,8.9,11.1,%,7178,5294
2022,17031824300,11.5,10.3,12.8,%,4499,3530
2022,17031824602,9.4,8.3,10.5,%,6245,4943
2022,17031837800,11.0,9.8,12.3,%,2837,2171
2022,17031844700,11.7,10.5,13.1,%,2342,1671
2022,17031843300,12.3,11.0,13.7,%,1572,1188
2022,17031825303,9.3,8.3,10.5,%,3785,2997
2022,17031833900,12.7,11.3,14.1,%,2333,1598
2022,17031825700,11.1,9.9,12.4,%,4046,3175
2022,17031831900,9.0,8.0,10.0,%,3040,2634
2022,17031831100,8.9,7.9,10.0,%,6697,5450
2022,17031826303,11.8,10.5,13.1,%,4068,3135
2022,17031830300,11.5,10.3,12.8,%,5369,4171
2022,17031827600,12.9,11.5,14.3,%,3012,2176
2022,17031840200,8.2,7.2,9.1,%,2497,1998
2022,17031843200,8.9,7.9,9.9,%,2422,1933
2022,17031842300,8.5,7.5,9.5,%,3529,3122
2022,17031835000,11.4,10.2,12.7,%,6398,4514
2022,17031830100,11.3,10.1,12.6,%,3297,2533
2022,17031829800,9.6,8.6,10.7,%,6891,5374
2022,17031828201,9.9,8.9,11.1,%,4491,3459
2022,17031831600,8.9,7.9,10.0,%,7745,6106
2022,17031829200,10.9,9.7,12.2,%,5547,4121
2022,17031836200,9.2,8.2,10.3,%,2178,2097
2022,17031828602,10.2,9.1,11.4,%,4666,3564
2022,17031843800,10.8,9.6,12.0,%,2000,1475
2022,17031828801,9.5,8.4,10.6,%,5122,3888
2022,17031832900,8.5,7.6,9.5,%,1995,1787
2022,17031837000,12.7,11.3,14.2,%,2042,1496
2022,17031829904,9.3,8.3,10.4,%,4168,3680
2022,17031838300,9.3,8.2,10.3,%,2580,2230
2022,17031823605,9.1,8.1,10.2,%,4177,3372
2022,17031827805,10.8,9.7,12.1,%,2953,2338
2022,17031823806,9.6,8.6,10.8,%,3847,3096
2022,17031827300,10.9,9.7,12.2,%,2277,1665
2022,17031826201,11.1,9.9,12.4,%,3844,3415
2022,17031824105,8.8,7.8,9.8,%,7297,5795
2022,17031826600,13.2,11.8,14.7,%,4595,3531
2022,17031824121,9.8,8.7,11.0,%,3138,2512
2022,17031829301,10.0,9.0,11.2,%,3931,3050
2022,17031828900,10.5,9.3,11.8,%,3399,2448
2022,17031829500,10.6,9.5,11.9,%,4001,3001
2022,17031843500,9.7,8.6,10.9,%,6030,5740
2022,17031832000,8.4,7.5,9.4,%,2062,1907
2022,17031828402,10.9,9.7,12.1,%,3688,2974
2022,17031828507,10.6,9.5,11.8,%,3999,3158
2022,17031828701,11.2,10.0,12.5,%,3780,2882
2022,17031825801,13.0,11.6,14.6,%,3569,2705
2022,17031831200,9.6,8.6,10.7,%,4832,3535
2022,17031824004,8.7,7.8,9.8,%,5374,4488
2022,17031843400,10.9,9.7,12.1,%,1524,1174
2022,17031825304,9.7,8.6,10.8,%,3923,3239
2022,17031827000,11.9,10.7,13.3,%,2968,2290
2022,17031824400,9.9,8.8,11.1,%,2007,1621
2022,17031830400,11.1,9.9,12.4,%,4091,3086
2022,17031824701,9.7,8.7,10.9,%,3782,2912
2022,17031825802,11.4,10.2,12.7,%,5862,4525
2022,17031838000,11.4,10.2,12.7,%,2651,2172
2022,17031824507,9.6,8.6,10.8,%,4136,3324
2022,17031824702,9.8,8.7,11.0,%,5453,4130
2022,17031834700,12.2,10.9,13.6,%,1759,1325
2022,17031836700,11.9,10.6,13.3,%,2481,1819
2022,17031835800,12.0,10.6,13.3,%,1698,1298
2022,17031825503,11.1,9.9,12.4,%,6540,4986
2022,17031830007,11.0,9.8,12.3,%,4638,3494
2022,17031841000,9.5,8.4,10.6,%,1136,993
2022,17031828300,10.0,8.9,11.2,%,3363,2701
2022,17031827804,11.0,9.8,12.3,%,3149,2523
2022,17031842000,9.9,8.8,11.1,%,2590,2456
2022,17031842900,12.6,11.2,14.1,%,2480,1946
2022,17031833000,8.3,7.3,9.3,%,5637,5033
2022,17031827200,11.4,10.1,12.7,%,3693,2844
2022,17031838800,11.9,10.6,13.3,%,3102,2302
2022,17031839900,8.3,7.3,9.3,%,4431,3602
2022,17031826500,12.5,11.1,13.9,%,5614,4308
2022,17031826100,11.4,10.2,12.7,%,5931,4372
2022,17031826000,11.9,10.6,13.3,%,2660,1904
2022,17031823805,9.2,8.2,10.3,%,3189,2599
2022,17031829402,12.1,10.8,13.6,%,3088,2436
2022,17031823704,9.3,8.3,10.4,%,4191,3265
2022,17031824113,8.9,7.9,10.0,%,6322,5027
2022,17031824119,9.5,8.4,10.6,%,5456,4426
2022,17031828505,10.4,9.3,11.6,%,6682,5297
2022,17031829902,10.8,9.7,12.1,%,6457,5160
2022,17031830003,10.2,9.0,11.4,%,7640,5968
2022,17031838600,12.6,11.3,14.1,%,1518,1064
2022,17031828100,10.6,9.5,11.8,%,5083,3872
2022,17031834300,11.2,9.9,12.4,%,6240,5194
2022,17031837100,11.2,10.0,12.5,%,1652,1327
2022,17031836300,10.1,9.0,11.3,%,1492,1275
2022,17031835100,9.8,8.7,11.0,%,5585,4065
2022,17031843600,11.0,9.8,12.3,%,3089,2373
2022,17031828508,11.4,10.2,12.7,%,4630,3618
2022,17031829302,11.2,10.0,12.5,%,3633,2648
2022,17031824003,9.2,8.2,10.3,%,6242,4928
2022,17031829000,13.8,12.4,15.5,%,882,595
2022,17031840000,8.2,7.3,9.2,%,3001,2428
2022,17031828702,11.4,10.2,12.7,%,4742,3726
2022,17031824116,9.5,8.5,10.6,%,5244,4127
2022,17031830500,9.2,8.2,10.4,%,4410,3271
2022,17031842400,10.7,9.5,12.0,%,3041,2498
2022,17031828503,11.7,10.4,13.1,%,4322,3118
2022,17031841500,14.4,12.9,16.1,%,2904,1907
2022,17031841100,6.9,6.2,7.8,%,7356,6263
2022,17031832400,8.1,7.2,9.1,%,3601,3023
2022,17031826902,12.8,11.4,14.3,%,1255,958
2022,17031829903,11.3,10.1,12.7,%,4529,3266
2022,17031829600,10.6,9.5,11.9,%,3035,2349
2022,17031839000,8.6,7.7,9.6,%,10435,9740
2022,17031831300,11.8,10.6,13.2,%,1251,925
2022,17031823803,9.8,8.8,11.0,%,7146,5624
2022,17031832100,9.1,8.0,10.2,%,3410,3057
2022,17031839500,10.0,8.9,11.2,%,1590,1409
2022,17031824505,9.3,8.3,10.5,%,6783,5256
2022,17031836800,14.5,12.9,16.1,%,2645,1983
2022,17031827400,11.6,10.4,13.0,%,3230,2587
2022,17031824122,9.1,8.1,10.2,%,6209,5048
2022,17031826202,11.6,10.4,13.0,%,5710,4256
2022,17031826700,12.7,11.3,14.1,%,4573,3404
2022,17031825000,9.4,8.4,10.5,%,4766,3811
2022,17031824127,9.3,8.2,10.3,%,3706,3024
2022,17031836000,11.7,10.4,13.0,%,2338,1766
2022,17031824106,9.4,8.4,10.5,%,7021,5540
2022,17031825501,11.5,10.3,12.8,%,5766,4277
2022,17031827901,10.1,9.0,11.3,%,2421,2074
2022,17031823702,9.8,8.7,11.0,%,7050,5557
2022,17031823901,8.8,7.8,9.8,%,3515,2958
2022,17031834800,12.4,11.0,13.7,%,1753,1275
2022,17031840300,8.3,7.4,9.3,%,4196,3267
2022,17031825200,9.2,8.2,10.3,%,2016,1549
2022,17031825505,11.7,10.4,13.1,%,5364,4104
2022,17031833100,8.5,7.6,9.5,%,9493,8039
2022,17031824128,8.9,7.9,9.9,%,4638,3822
2022,17031830008,10.7,9.5,12.0,%,4342,3377
2022,17031824509,9.2,8.2,10.3,%,4154,3177
2022,17031826901,12.3,11.0,13.7,%,1462,1059
2022,17031840400,7.9,7.0,8.8,%,3369,2662
2022,17031839600,11.6,10.3,12.9,%,1729,1426
2022,17031830201,11.3,10.1,12.6,%,5105,4071
2022,17031841300,8.5,7.6,9.6,%,4173,3388
2022,17031830900,8.4,7.5,9.4,%,3076,2586
2022,17031831700,9.1,8.1,10.3,%,2237,1783
2022,17031828000,10.2,9.0,11.4,%,5411,4106
2022,17031838700,13.9,12.4,15.5,%,4132,2874
2022,17031839200,10.5,9.4,11.7,%,2749,2466
2022,17031837300,13.1,11.8,14.7,%,2489,1835
2022,17031844600,11.8,10.5,13.2,%,1776,1357
2022,17031836400,12.0,10.8,13.5,%,3621,2781
2022,17031835200,8.7,7.7,9.7,%,2038,1587
2022,17031834400,11.3,10.1,12.6,%,3765,2903
2022,17031830800,8.8,7.8,9.9,%,2405,2168
2022,17031834200,11.2,10.0,12.5,%,4693,3778
2022,17031828504,12.7,11.4,14.1,%,5474,3872
2022,17031843000,13.7,12.2,15.3,%,2880,2004
2022,17031829401,11.4,10.2,12.8,%,1049,798
2022,17031832500,9.0,8.0,10.1,%,3334,2615
2022,17031828401,10.0,8.9,11.2,%,3598,2778
2022,17031842100,10.9,9.8,12.3,%,6650,4911
2022,17031830004,11.0,9.8,12.3,%,7529,5914
2022,17031833300,8.3,7.4,9.3,%,2912,2589
2022,17031823903,8.9,7.9,10.0,%,4657,3743
2022,17031824107,9.2,8.2,10.3,%,6747,5461
2022,17031824123,9.1,8.1,10.2,%,7753,6024
2022,17031823703,10.1,9.0,11.3,%,8659,6397
2022,17031838100,10.7,9.5,12.0,%,1821,1639
2022,17031825302,9.3,8.3,10.5,%,5938,4729
2022,17031832200,8.6,7.6,9.6,%,3289,2819
2022,17031824601,9.6,8.5,10.7,%,4392,3436
2022,17031840100,7.0,6.2,7.9,%,3029,2396
2022,17031824115,9.7,8.6,10.8,%,3843,3109
2022,17031824126,8.7,7.7,9.7,%,5951,4561
2022,17031826401,11.9,10.7,13.3,%,3725,2809
2022,17031824129,9.1,8.1,10.1,%,4357,3632
2022,17031839100,7.8,6.9,8.7,%,8234,7919
2022,17031841200,9.6,8.5,10.8,%,4873,3839
2022,17031827801,11.0,9.8,12.3,%,4645,3568
2022,17031831400,12.3,11.0,13.7,%,2820,2255
2022,17031825600,11.3,10.0,12.6,%,5138,3734
2022,17031823801,8.8,7.9,9.9,%,5873,4887
2022,17031843900,12.1,10.8,13.5,%,3666,2995
2022,17031830600,9.4,8.4,10.5,%,4935,3970
2022,17031824900,11.1,9.8,12.4,%,3244,2394
2022,17031825400,9.5,8.5,10.6,%,5337,4463
2022,17031830005,10.4,9.2,11.6,%,3768,3236
2022,17031841700,10.7,9.6,11.9,%,1509,1191
2022,17031835500,12.6,11.2,14.0,%,1584,1258
2022,17031836500,12.3,11.0,13.8,%,1527,1130
2022,17031842500,14.3,12.7,16.0,%,2644,1393
2022,17031834500,14.2,12.8,15.9,%,1765,1216
2022,17031830001,9.9,8.8,11.1,%,2432,2034
2022,17031825900,11.7,10.4,13.0,%,3296,2429
2022,17031824503,9.6,8.5,10.7,%,6880,5710
2022,17031832600,9.0,8.0,10.1,%,4147,3442
2022,17031825803,11.7,10.5,13.1,%,5908,4752
2022,17031824124,9.7,8.6,10.8,%,3679,2913
2022,17031837400,12.1,10.7,13.5,%,1990,1537
2022,17031831800,8.6,7.6,9.6,%,5868,4639
2022,17031839700,8.0,7.1,8.9,%,4545,3732
2022,17031828802,10.0,8.9,11.2,%,2982,2279
2022,17031840700,8.8,7.9,9.9,%,3900,2885
2022,17031831000,8.1,7.2,9.1,%,2633,2204
2022,17031830202,11.3,10.1,12.6,%,3377,2604
2022,17031841800,13.1,11.7,14.5,%,2404,1779
2022,17031842600,9.4,8.3,10.5,%,4245,3330
2022,17031824006,8.6,7.7,9.6,%,5096,3856
2022,17031823904,9.0,8.0,10.1,%,4043,3303
2022,17031836100,13.6,12.2,15.2,%,1893,1399
2022,17031834900,13.5,12.1,15.0,%,1952,1451
2022,17031828601,9.8,8.8,11.0,%,4198,3227
2022,17031843700,8.4,7.5,9.5,%,2544,1891
2022,17031829700,10.8,9.6,12.1,%,3344,2524
2022,17031829100,10.2,9.1,11.5,%,3512,2462
